Date,Open,High,Low,Close,Adj Close,Volume
2019-09-04,226.889999,228.460007,219.210007,220.679993,220.679993,5761000
2019-09-05,222.500000,229.800003,220.850006,229.580002,229.580002,7395300
2019-09-06,227.199997,229.639999,225.169998,227.449997,227.449997,4189400
2019-09-09,230.000000,233.759995,229.229996,231.789993,231.789993,4802700
2019-09-10,230.800003,235.539993,228.940002,235.539993,235.539993,4883700
2019-09-11,237.380005,248.169998,236.000000,247.100006,247.100006,10042800
2019-09-12,247.699997,253.500000,244.399994,245.869995,245.869995,8581200
2019-09-13,246.960007,248.449997,244.869995,245.199997,245.199997,5313100
2019-09-16,246.000000,247.429993,241.169998,242.809998,242.809998,4728100
2019-09-17,242.470001,245.600006,240.369995,244.789993,244.789993,3865400
2019-09-18,245.000000,248.169998,242.369995,243.490005,243.490005,4170200
2019-09-19,246.000000,247.940002,244.839996,246.600006,246.600006,4795800
2019-09-20,246.490005,246.949997,238.160004,240.619995,240.619995,6353000
2019-09-23,240.000000,245.179993,239.220001,241.229996,241.229996,4340200
2019-09-24,241.520004,241.990005,222.610001,223.210007,223.210007,12891500
2019-09-25,224.559998,228.979996,218.360001,228.699997,228.699997,9427100
2019-09-26,230.660004,243.309998,227.399994,242.559998,242.559998,11884500
2019-09-27,242.199997,248.710007,238.729996,242.130005,242.130005,11116400
2019-09-30,243.000000,243.979996,236.110001,240.869995,240.869995,5879800
2019-10-01,241.500000,245.949997,239.130005,244.690002,244.690002,6162600
2019-10-02,243.289993,244.649994,239.429993,243.130005,243.130005,5631400
2019-10-03,231.860001,234.479996,224.279999,233.029999,233.029999,15084500
2019-10-04,231.610001,234.779999,228.070007,231.429993,231.429993,7995000
2019-10-07,229.800003,238.559998,228.550003,237.720001,237.720001,8064200
2019-10-08,235.869995,243.940002,234.500000,240.050003,240.050003,8678200
2019-10-09,241.320007,247.300003,240.649994,244.529999,244.529999,6894400
2019-10-10,245.279999,249.279999,241.580002,244.740005,244.740005,6283300
2019-10-11,247.149994,251.080002,246.809998,247.889999,247.889999,8475400
2019-10-14,247.899994,258.549988,247.130005,256.959991,256.959991,10205000
2019-10-15,257.700012,260.000000,254.119995,257.890015,257.890015,6432800
2019-10-16,257.390015,262.100006,256.920013,259.750000,259.750000,6684100
2019-10-17,262.500000,264.779999,260.170013,261.970001,261.970001,4769300
2019-10-18,260.700012,262.799988,255.100006,256.950012,256.950012,5749800
2019-10-21,258.329987,259.500000,250.179993,253.500000,253.500000,5020300
2019-10-22,254.320007,258.329987,250.850006,255.580002,255.580002,4600800
2019-10-23,254.500000,256.140015,251.350006,254.679993,254.679993,5261100
2019-10-24,298.369995,304.929993,289.200012,299.679993,299.679993,29720900
2019-10-25,297.720001,330.000000,296.109985,328.130005,328.130005,30006100
2019-10-28,327.540009,340.839996,322.600006,327.709991,327.709991,18870300
2019-10-29,319.989990,324.299988,314.750000,316.220001,316.220001,12684300
2019-10-30,313.000000,318.790009,309.970001,315.010010,315.010010,9641800
2019-10-31,313.100006,319.000000,313.000000,314.920013,314.920013,5067000
2019-11-01,316.320007,316.480011,309.799988,313.309998,313.309998,6383900
2019-11-04,314.799988,321.940002,309.260010,317.470001,317.470001,8787000
2019-11-05,319.619995,323.510010,316.119995,317.220001,317.220001,6943400
2019-11-06,318.000000,326.720001,314.500000,326.579987,326.579987,7940900
2019-11-07,329.140015,341.500000,328.019989,335.540009,335.540009,14467300
2019-11-08,334.500000,337.459991,332.500000,337.140015,337.140015,6069200
2019-11-11,343.950012,349.190002,342.000000,345.089996,345.089996,9986700
2019-11-12,346.899994,350.369995,344.040009,349.929993,349.929993,7359400
2019-11-13,355.000000,356.329987,345.179993,346.109985,346.109985,8420100
2019-11-14,346.109985,353.839996,342.910004,349.350006,349.350006,6464900
2019-11-15,350.640015,352.799988,348.359985,352.170013,352.170013,4809000
2019-11-18,352.920013,353.149994,346.100006,349.989990,349.989990,4400400
2019-11-19,351.750000,359.989990,347.799988,359.519989,359.519989,7724800
2019-11-20,360.000000,361.200012,349.570007,352.220001,352.220001,6725100
2019-11-21,354.510010,360.839996,354.000000,354.829987,354.829987,6110000
2019-11-22,340.160004,341.000000,330.000000,333.040009,333.040009,16870600
2019-11-25,344.320007,344.570007,334.459991,336.339996,336.339996,12339500
2019-11-26,335.269989,335.500000,327.100006,328.920013,328.920013,7947400
2019-11-27,331.119995,333.929993,328.570007,331.290009,331.290009,5555600
2019-11-29,331.109985,331.260010,327.500000,329.940002,329.940002,2465600
2019-12-02,329.399994,336.380005,328.690002,334.869995,334.869995,6074500
2019-12-03,332.619995,337.910004,332.190002,336.200012,336.200012,6573700
2019-12-04,337.750000,337.859985,332.850006,333.029999,333.029999,5533000
2019-12-05,332.829987,334.420013,327.250000,330.369995,330.369995,3724600
2019-12-06,335.000000,338.859985,334.769989,335.890015,335.890015,7612400
2019-12-09,336.589996,344.450012,335.079987,339.529999,339.529999,9023100
2019-12-10,339.959991,350.730011,339.309998,348.839996,348.839996,8828300
2019-12-11,351.880005,357.190002,351.089996,352.700012,352.700012,6897800
2019-12-12,354.920013,362.739990,353.230011,359.679993,359.679993,7763900
2019-12-13,361.049988,365.209991,354.640015,358.390015,358.390015,6570900
2019-12-16,362.549988,383.609985,362.500000,381.500000,381.500000,18174200
2019-12-17,378.989990,385.500000,375.899994,378.989990,378.989990,8496800
